s,a,s',reward,case,amount
"O_SELECTED,1,0,1,0,0",O_CREATED,"O_CREATED,1,0,1,0,0",0.0,173718,15000
"O_CREATED,1,0,1,0,0",O_SENT,"O_SENT,1,0,2,0,0",0.0,173718,15000
"O_SENT,1,0,2,0,0",W_Call_after_offer,"W_Call_after_offer,2,0,2,0,0",-3.79,173718,15000
"W_Call_after_offer,2,0,2,0,0",O_SENT_BACK,"O_SENT_BACK,2,0,2,1,0",0.0,173718,15000
"O_SENT_BACK,2,0,2,1,0",W_Assess_application,"W_Assess_application,2,0,2,1,0",-16.07,173718,15000
"W_Assess_application,2,0,2,1,0",W_Call_missing_information,"W_Call_missing_information,2,1,2,1,0",-52.63,173718,15000
"W_Call_missing_information,2,1,2,1,0",W_Assess_application,"W_Assess_application,2,1,2,1,0",-7.95,173718,15000
"W_Assess_application,2,1,2,1,0",W_Call_missing_information,"W_Call_missing_information,2,2,2,1,0",-15.96,173718,15000
"W_Call_missing_information,2,2,2,1,0",W_Assess_application,"W_Assess_application,2,2,2,1,0",-9.51,173718,15000
"W_Assess_application,2,2,2,1,0",O_ACCEPTED,"O_ACCEPTED,2,2,2,1,0",2250.0,173718,15000
"O_ACCEPTED,2,2,2,1,0",A_APPROVED,"A_APPROVED,2,2,2,1,0",0.0,173718,15000
"A_APPROVED,2,2,2,1,0",A_REGISTERED,"A_REGISTERED,2,2,2,1,0",0.0,173718,15000
"A_REGISTERED,2,2,2,1,0",A_ACTIVATED,"A_ACTIVATED,2,2,2,1,0",0.0,173718,15000
"A_ACTIVATED,2,2,2,1,0",END,END,0.0,173718,15000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,173721,9000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,173721,9000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,173721,9000
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-7.02,173721,9000
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,173721,9000
"A_ACCEPTED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,173721,9000
"O_SELECTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,173721,9000
"A_FINALIZED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,173721,9000
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,173721,9000
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-7.29,173721,9000
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,173721,9000
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-20.03,173721,9000
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-10.48,173721,9000
"W_Call_missing_information,1,1,1,1,0",A_DECLINED,"A_DECLINED,1,1,1,1,0",0.0,173721,9000
"A_DECLINED,1,1,1,1,0",O_DECLINED,"O_DECLINED,1,1,1,1,0",0.0,173721,9000
"O_DECLINED,1,1,1,1,0",END,END,0.0,173721,9000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,173724,15000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,173724,15000
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-5.32,173724,15000
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,173724,15000
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-11.14,173724,15000
"W_Complete_preaccepted_appl,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,173724,15000
"A_DECLINED,0,0,0,0,1",END,END,0.0,173724,15000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,173727,10000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,173727,10000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,173727,10000
"A_DECLINED,0,0,0,0,0",END,END,0.0,173727,10000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,173730,15000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,173730,15000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,173730,15000
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-16.48,173730,15000
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,173730,15000
"A_ACCEPTED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,173730,15000
"O_SELECTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,173730,15000
"A_FINALIZED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,173730,15000
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,173730,15000
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-9.4,173730,15000
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,173730,15000
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-32.86,173730,15000
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-17.01,173730,15000
"W_Call_missing_information,1,1,1,1,0",W_Assess_application,"W_Assess_application,1,1,1,1,0",-18.73,173730,15000
"W_Assess_application,1,1,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,2,1,1,0",-6.69,173730,15000
"W_Call_missing_information,1,2,1,1,0",W_Assess_application,"W_Assess_application,1,2,1,1,0",-3.12,173730,15000
"W_Assess_application,1,2,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,3,1,1,0",-8.69,173730,15000
"W_Call_missing_information,1,3,1,1,0",W_Assess_application,"W_Assess_application,1,3,1,1,0",-23.09,173730,15000
"W_Assess_application,1,3,1,1,0",O_ACCEPTED,"O_ACCEPTED,1,3,1,1,0",2250.0,173730,15000
"O_ACCEPTED,1,3,1,1,0",A_APPROVED,"A_APPROVED,1,3,1,1,0",0.0,173730,15000
"A_APPROVED,1,3,1,1,0",A_REGISTERED,"A_REGISTERED,1,3,1,1,0",0.0,173730,15000
"A_REGISTERED,1,3,1,1,0",A_ACTIVATED,"A_ACTIVATED,1,3,1,1,0",0.0,173730,15000
"A_ACTIVATED,1,3,1,1,0",END,END,0.0,173730,15000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,173733,6000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,173733,6000
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-0.44,173733,6000
"W_Fix_incomplete_submission,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,173733,6000
"A_DECLINED,0,0,0,0,1",END,END,0.0,173733,6000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,173736,15000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,173736,15000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,173736,15000
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-18.1,173736,15000
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,173736,15000
"A_ACCEPTED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,173736,15000
"O_SELECTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,173736,15000
"A_FINALIZED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,173736,15000
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,173736,15000
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-1.62,173736,15000
"W_Call_after_offer,1,0,1,0,0",O_CANCELLED,"O_CANCELLED,1,0,1,0,0",0.0,173736,15000
"O_CANCELLED,1,0,1,0,0",O_SELECTED,"O_SELECTED,1,0,1,0,0",0.0,173736,15000
"O_SELECTED,1,0,1,0,0",O_CREATED,"O_CREATED,1,0,1,0,0",0.0,173736,15000
"O_CREATED,1,0,1,0,0",O_SENT,"O_SENT,1,0,2,0,0",0.0,173736,15000
"O_SENT,1,0,2,0,0",W_Call_after_offer,"W_Call_after_offer,2,0,2,0,0",-0.11,173736,15000
"W_Call_after_offer,2,0,2,0,0",O_SENT_BACK,"O_SENT_BACK,2,0,2,1,0",0.0,173736,15000
"O_SENT_BACK,2,0,2,1,0",W_Assess_application,"W_Assess_application,2,0,2,1,0",-10.93,173736,15000
"W_Assess_application,2,0,2,1,0",W_Call_missing_information,"W_Call_missing_information,2,1,2,1,0",-11.02,173736,15000
"W_Call_missing_information,2,1,2,1,0",O_CANCELLED,"O_CANCELLED,2,1,2,1,0",0.0,173736,15000
"O_CANCELLED,2,1,2,1,0",O_SELECTED,"O_SELECTED,2,1,2,1,0",0.0,173736,15000
"O_SELECTED,2,1,2,1,0",O_CREATED,"O_CREATED,2,1,2,1,0",0.0,173736,15000
"O_CREATED,2,1,2,1,0",O_SENT,"O_SENT,2,1,3,1,0",0.0,173736,15000
"O_SENT,2,1,3,1,0",W_Call_missing_information,"W_Call_missing_information,2,2,3,1,0",-1.39,173736,15000
"W_Call_missing_information,2,2,3,1,0",O_SENT_BACK,"O_SENT_BACK,2,2,3,2,0",0.0,173736,15000
"O_SENT_BACK,2,2,3,2,0",W_Assess_application,"W_Assess_application,2,2,3,2,0",-6.68,173736,15000
"W_Assess_application,2,2,3,2,0",O_ACCEPTED,"O_ACCEPTED,2,2,3,2,0",2250.0,173736,15000
"O_ACCEPTED,2,2,3,2,0",A_APPROVED,"A_APPROVED,2,2,3,2,0",0.0,173736,15000
"A_APPROVED,2,2,3,2,0",A_REGISTERED,"A_REGISTERED,2,2,3,2,0",0.0,173736,15000
"A_REGISTERED,2,2,3,2,0",A_ACTIVATED,"A_ACTIVATED,2,2,3,2,0",0.0,173736,15000
"A_ACTIVATED,2,2,3,2,0",END,END,0.0,173736,15000
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,173739,10000
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,173739,10000
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,173739,10000
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-9.2,173739,10000
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,173739,10000
"A_ACCEPTED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,173739,10000
"O_SELECTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,173739,10000
"A_FINALIZED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,173739,10000
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,173739,10000
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-3.84,173739,10000
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,173739,10000
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-29.84,173739,10000
