s,a,s',reward,case,amount
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-0.39,1004,33000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,1004,33000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,1004,33000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,1004,33000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,1004,33000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,1004,33000.0
"O_SENT,0,0,1,0,0",O_SELECTED,"O_SELECTED,0,0,1,0,0",0.0,1004,33000.0
"O_SELECTED,0,0,1,0,0",O_CREATED,"O_CREATED,0,0,1,0,0",0.0,1004,33000.0
"O_CREATED,0,0,1,0,0",O_SENT,"O_SENT,0,0,2,0,0",0.0,1004,33000.0
"O_SENT,0,0,2,0,0",O_SELECTED,"O_SELECTED,0,0,2,0,0",0.0,1004,33000.0
"O_SELECTED,0,0,2,0,0",O_CREATED,"O_CREATED,0,0,2,0,0",0.0,1004,33000.0
"O_CREATED,0,0,2,0,0",O_SENT,"O_SENT,0,0,3,0,0",0.0,1004,33000.0
"O_SENT,0,0,3,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,3,0,0",-5.17,1004,33000.0
"W_Call_after_offer,1,0,3,0,0",O_DECLINED,"O_DECLINED,1,0,3,0,0",0.0,1004,33000.0
"O_DECLINED,1,0,3,0,0",A_DECLINED,"A_DECLINED,1,0,3,0,0",0.0,1004,33000.0
"A_DECLINED,1,0,3,0,0",END,END,0.0,1004,33000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1005,8000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1005,8000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1005,8000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-21.04,1005,8000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,1005,8000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,1005,8000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1006,39000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1006,39000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-5.69,1006,39000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,1006,39000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-13.72,1006,39000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_CANCELLED,"A_CANCELLED,0,0,0,0,1",0.0,1006,39000.0
"A_CANCELLED,0,0,0,0,1",END,END,0.0,1006,39000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1007,27000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1007,27000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,1007,27000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,1007,27000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1008,19000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1008,19000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-27.49,1008,19000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,1008,19000.0
"A_DECLINED,0,0,0,0,1",END,END,0.0,1008,19000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1009,6000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1009,6000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1009,6000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-21.1,1009,6000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",O_DECLINED,"O_DECLINED,0,0,0,0,0",0.0,1009,6000.0
"O_DECLINED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,1009,6000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,1009,6000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,101,5000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,101,5000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,101,5000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-9.91,101,5000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,101,5000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,101,5000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,101,5000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,101,5000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,101,5000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-39.56,101,5000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,101,5000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-1.27,101,5000.0
"W_Assess_application,1,0,1,1,0",O_SELECTED,"O_SELECTED,1,0,1,1,0",0.0,101,5000.0
"O_SELECTED,1,0,1,1,0",O_CREATED,"O_CREATED,1,0,1,1,0",0.0,101,5000.0
"O_CREATED,1,0,1,1,0",O_SENT,"O_SENT,1,0,2,1,0",0.0,101,5000.0
"O_SENT,1,0,2,1,0",W_Call_after_offer,"W_Call_after_offer,2,0,2,1,0",-14.5,101,5000.0
"W_Call_after_offer,2,0,2,1,0",O_CANCELLED,"O_CANCELLED,2,0,2,1,0",0.0,101,5000.0
"O_CANCELLED,2,0,2,1,0",O_SELECTED,"O_SELECTED,2,0,2,1,0",0.0,101,5000.0
"O_SELECTED,2,0,2,1,0",O_CREATED,"O_CREATED,2,0,2,1,0",0.0,101,5000.0
"O_CREATED,2,0,2,1,0",O_SENT,"O_SENT,2,0,3,1,0",0.0,101,5000.0
"O_SENT,2,0,3,1,0",W_Call_after_offer,"W_Call_after_offer,3,0,3,1,0",-13.58,101,5000.0
"W_Call_after_offer,3,0,3,1,0",O_SENT_BACK,"O_SENT_BACK,3,0,3,2,0",0.0,101,5000.0
"O_SENT_BACK,3,0,3,2,0",W_Assess_application,"W_Assess_application,3,0,3,2,0",-3.52,101,5000.0
"W_Assess_application,3,0,3,2,0",O_SELECTED,"O_SELECTED,3,0,3,2,0",0.0,101,5000.0
"O_SELECTED,3,0,3,2,0",O_CREATED,"O_CREATED,3,0,3,2,0",0.0,101,5000.0
"O_CREATED,3,0,3,2,0",O_SENT,"O_SENT,3,0,4,2,0",0.0,101,5000.0
"O_SENT,3,0,4,2,0",W_Call_after_offer,"W_Call_after_offer,4,0,4,2,0",-11.4,101,5000.0
"W_Call_after_offer,4,0,4,2,0",O_SELECTED,"O_SELECTED,4,0,4,2,0",0.0,101,5000.0
"O_SELECTED,4,0,4,2,0",O_CREATED,"O_CREATED,4,0,4,2,0",0.0,101,5000.0
"O_CREATED,4,0,4,2,0",O_SENT,"O_SENT,4,0,5,2,0",0.0,101,5000.0
"O_SENT,4,0,5,2,0",W_Call_after_offer,"W_Call_after_offer,5,0,5,2,0",-17.63,101,5000.0
"W_Call_after_offer,5,0,5,2,0",O_SELECTED,"O_SELECTED,5,0,5,2,0",0.0,101,5000.0
"O_SELECTED,5,0,5,2,0",O_CREATED,"O_CREATED,5,0,5,2,0",0.0,101,5000.0
"O_CREATED,5,0,5,2,0",O_SENT,"O_SENT,5,0,6,2,0",0.0,101,5000.0
"O_SENT,5,0,6,2,0",W_Call_after_offer,"W_Call_after_offer,6,0,6,2,0",-2.47,101,5000.0
"W_Call_after_offer,6,0,6,2,0",O_SELECTED,"O_SELECTED,6,0,6,2,0",0.0,101,5000.0
"O_SELECTED,6,0,6,2,0",O_CREATED,"O_CREATED,6,0,6,2,0",0.0,101,5000.0
"O_CREATED,6,0,6,2,0",O_SENT,"O_SENT,6,0,7,2,0",0.0,101,5000.0
"O_SENT,6,0,7,2,0",W_Call_after_offer,"W_Call_after_offer,7,0,7,2,0",-1.59,101,5000.0
"W_Call_after_offer,7,0,7,2,0",O_SELECTED,"O_SELECTED,7,0,7,2,0",0.0,101,5000.0
"O_SELECTED,7,0,7,2,0",O_CREATED,"O_CREATED,7,0,7,2,0",0.0,101,5000.0
"O_CREATED,7,0,7,2,0",O_SENT,"O_SENT,7,0,8,2,0",0.0,101,5000.0
"O_SENT,7,0,8,2,0",W_Call_after_offer,"W_Call_after_offer,8,0,8,2,0",-9.5,101,5000.0
"W_Call_after_offer,8,0,8,2,0",O_CANCELLED,"O_CANCELLED,8,0,8,2,0",0.0,101,5000.0
"O_CANCELLED,8,0,8,2,0",O_SELECTED,"O_SELECTED,8,0,8,2,0",0.0,101,5000.0
"O_SELECTED,8,0,8,2,0",O_CREATED,"O_CREATED,8,0,8,2,0",0.0,101,5000.0
"O_CREATED,8,0,8,2,0",O_SENT,"O_SENT,8,0,9,2,0",0.0,101,5000.0
"O_SENT,8,0,9,2,0",W_Call_after_offer,"W_Call_after_offer,9,0,9,2,0",-5.5,101,5000.0
"W_Call_after_offer,9,0,9,2,0",O_SELECTED,"O_SELECTED,9,0,9,2,0",0.0,101,5000.0
"O_SELECTED,9,0,9,2,0",O_CREATED,"O_CREATED,9,0,9,2,0",0.0,101,5000.0
"O_CREATED,9,0,9,2,0",O_SENT,"O_SENT,9,0,10,2,0",0.0,101,5000.0
"O_SENT,9,0,10,2,0",W_Call_after_offer,"W_Call_after_offer,10,0,10,2,0",-20.75,101,5000.0
"W_Call_after_offer,10,0,10,2,0",O_SELECTED,"O_SELECTED,10,0,10,2,0",0.0,101,5000.0
"O_SELECTED,10,0,10,2,0",O_CREATED,"O_CREATED,10,0,10,2,0",0.0,101,5000.0
"O_CREATED,10,0,10,2,0",O_SENT,"O_SENT,10,0,11,2,0",0.0,101,5000.0
"O_SENT,10,0,11,2,0",W_Call_after_offer,"W_Call_after_offer,11,0,11,2,0",-8.05,101,5000.0
"W_Call_after_offer,11,0,11,2,0",O_ACCEPTED,"O_ACCEPTED,11,0,11,2,0",0.0,101,5000.0
"O_ACCEPTED,11,0,11,2,0",A_APPROVED,"A_APPROVED,11,0,11,2,0",0.0,101,5000.0
"A_APPROVED,11,0,11,2,0",A_REGISTERED,"A_REGISTERED,11,0,11,2,0",0.0,101,5000.0
"A_REGISTERED,11,0,11,2,0",A_ACTIVATED,"A_ACTIVATED,11,0,11,2,0",0.0,101,5000.0
"A_ACTIVATED,11,0,11,2,0",END,END,750.0,101,5000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1010,14000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1010,14000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-3.15,1010,14000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_CANCELLED,"A_CANCELLED,0,0,0,0,1",0.0,1010,14000.0
"A_CANCELLED,0,0,0,0,1",END,END,0.0,1010,14000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1011,15000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1011,15000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1011,15000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-14.99,1011,15000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,1011,15000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,1011,15000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1012,25000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1012,25000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,1012,25000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,1012,25000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1013,17000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1013,17000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-2.67,1013,17000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,1013,17000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-10.51,1013,17000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,1013,17000.0
"A_ACCEPTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,1013,17000.0
"A_FINALIZED,0,0,0,0,1",O_SELECTED,"O_SELECTED,0,0,0,0,1",0.0,1013,17000.0
"O_SELECTED,0,0,0,0,1",O_CREATED,"O_CREATED,0,0,0,0,1",0.0,1013,17000.0
"O_CREATED,0,0,0,0,1",O_SENT,"O_SENT,0,0,1,0,1",0.0,1013,17000.0
"O_SENT,0,0,1,0,1",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,1",-14.15,1013,17000.0
"W_Call_after_offer,1,0,1,0,1",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,1",0.0,1013,17000.0
"O_SENT_BACK,1,0,1,1,1",W_Assess_application,"W_Assess_application,1,0,1,1,1",-14.84,1013,17000.0
"W_Assess_application,1,0,1,1,1",O_SELECTED,"O_SELECTED,1,0,1,1,1",0.0,1013,17000.0
"O_SELECTED,1,0,1,1,1",O_CREATED,"O_CREATED,1,0,1,1,1",0.0,1013,17000.0
"O_CREATED,1,0,1,1,1",O_SENT,"O_SENT,1,0,2,1,1",0.0,1013,17000.0
"O_SENT,1,0,2,1,1",W_Call_after_offer,"W_Call_after_offer,2,0,2,1,1",-7.1,1013,17000.0
"W_Call_after_offer,2,0,2,1,1",O_SELECTED,"O_SELECTED,2,0,2,1,1",0.0,1013,17000.0
"O_SELECTED,2,0,2,1,1",O_CREATED,"O_CREATED,2,0,2,1,1",0.0,1013,17000.0
"O_CREATED,2,0,2,1,1",O_SENT,"O_SENT,2,0,3,1,1",0.0,1013,17000.0
"O_SENT,2,0,3,1,1",W_Call_after_offer,"W_Call_after_offer,3,0,3,1,1",-0.92,1013,17000.0
"W_Call_after_offer,3,0,3,1,1",O_SELECTED,"O_SELECTED,3,0,3,1,1",0.0,1013,17000.0
"O_SELECTED,3,0,3,1,1",O_CREATED,"O_CREATED,3,0,3,1,1",0.0,1013,17000.0
"O_CREATED,3,0,3,1,1",O_SENT,"O_SENT,3,0,4,1,1",0.0,1013,17000.0
"O_SENT,3,0,4,1,1",W_Call_after_offer,"W_Call_after_offer,4,0,4,1,1",-19.71,1013,17000.0
"W_Call_after_offer,4,0,4,1,1",O_DECLINED,"O_DECLINED,4,0,4,1,1",0.0,1013,17000.0
"O_DECLINED,4,0,4,1,1",A_DECLINED,"A_DECLINED,4,0,4,1,1",0.0,1013,17000.0
"A_DECLINED,4,0,4,1,1",END,END,0.0,1013,17000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,1014,21000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,1014,21000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,1014,21000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-1.93,1014,21000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,1014,21000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,1014,21000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,1014,21000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,1014,21000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,1014,21000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-4.33,1014,21000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,1014,21000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-17.88,1014,21000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-22.18,1014,21000.0
"W_Call_missing_information,1,1,1,1,0",O_SELECTED,"O_SELECTED,1,1,1,1,0",0.0,1014,21000.0
"O_SELECTED,1,1,1,1,0",O_CREATED,"O_CREATED,1,1,1,1,0",0.0,1014,21000.0
"O_CREATED,1,1,1,1,0",O_SENT,"O_SENT,1,1,2,1,0",0.0,1014,21000.0
"O_SENT,1,1,2,1,0",W_Call_after_offer,"W_Call_after_offer,2,1,2,1,0",-4.88,1014,21000.0
"W_Call_after_offer,2,1,2,1,0",O_SENT_BACK,"O_SENT_BACK,2,1,2,2,0",0.0,1014,21000.0
"O_SENT_BACK,2,1,2,2,0",W_Assess_application,"W_Assess_application,2,1,2,2,0",-8.91,1014,21000.0
